Date,Year,CI,CMI,total_customers,rolling_CI,rolling_CMI,SAIFI,CAIDI,SAIDI
2012-06-27,2012,292979,32411540.59519,90026497,123746381,81195527734.2979,1.37455510459326,656.144665227001,901.906998939411
2012-06-28,2012,320898,40047300.4253,90026497,123819989,81251234149.1205,1.37537273054177,656.204501432483,902.525776928991
2012-06-29,2012,6228475,17281260241.83,90026497,123886318,81283767695.3579,1.3761095025168,656.115776201839,902.887154382536
2012-06-30,2012,1673477,3055313812.9031,90026497,123844854,81305707313.8641,1.37564892700424,656.512601757875,903.130856172979
2012-07-01,2012,1491109,1674889445.5662,90026497,123853731,81316296925.6823,1.37574753130737,656.55104831426,903.248483895606
2012-07-02,2012,867677,846792034.50597,90026497,123704393,81290761608.1673,1.3740887085721,657.137225580722,902.964841652866
2012-07-03,2012,742190,641683439.02336,90026497,123716374,81298148193.8471,1.3742217916132,657.133292589444,903.046890670944
2012-07-04,2012,695106,491123494.6994,90026497,123642895,81298129080.0941,1.37340559857616,657.523661833493,903.046678358418
2012-07-05,2012,1023109,759350883.5641,90026497,123598789,81293142473.3344,1.3729156761481,657.717952829897,902.991287924203
2012-07-06,2012,506192,208960220.3182,90026497,123561670,81287138649.256,1.37250336420399,657.866947324814,902.924598401913
2012-07-07,2012,764089,242334577.5258,90026497,123534353,81287578467.5157,1.37219993131578,658.015980927311,902.929483833139
2012-07-08,2012,614209,176838237.33822,90026497,123493909,81282214652.1327,1.37175068580087,658.188045955632,902.869903425573
2012-07-09,2012,415673,68749704.89978,90026497,123522083,81285198919.5368,1.37206363810868,658.062080442222,902.903052192921
2012-07-10,2012,307939,43761527.99984,90026497,123505863,81285608548.0127,1.37188346893026,658.151820274416,902.907602280834
2012-07-11,2012,349196,40873824.21154,90026497,123573612,81290965338.114,1.37263601403929,657.834338759265,902.967104652689
2012-07-12,2012,355509,42387827.35339,90026497,123572183,81290405937.8166,1.37262014093473,657.8374191044,902.96089092322
2012-07-13,2012,491559,66858235.55102,90026497,123494393,81273275752.5655,1.37175606199584,658.113083341083,902.770611551902
2012-07-14,2012,351222,46702148.1,90026497,123321052,81245322831.374,1.3698306177569,658.811464172184,902.460114952312
2012-07-15,2012,475089,68863778.61594,90026497,123403571,81254180469.5063,1.37074722567513,658.442699924026,902.558504186898
2012-07-16,2012,306878,38834519.197,90026497,123404375,81258179826.8128,1.37075615637916,658.470818614111,902.602928411318
2012-07-17,2012,394018,69035931.397,90026497,123334619,81260164322.3895,1.36998131783357,658.859329045233,902.624971872331
2012-07-18,2012,1035987,215486494.7491,90026497,122901164,81190391906.5618,1.36516656868255,660.615320995347,901.849950982341
2012-07-19,2012,618837,112506673.324,90026497,122882857,81271724452.9377,1.36496321744031,661.375609560719,902.753379962542
2012-07-20,2012,507522,80188656.7315,90026497,122365819,80251748291.8163,1.35922004162841,655.834684453967,891.423647104877
2012-07-21,2012,379918,45995232.9678,90026497,122188743,80124066653.6223,1.35725310960394,655.740166290297,890.005379789711
2012-07-22,2012,237030,25961407.29032,90026497,122157035,80122345426.2005,1.35690090218661,655.896284861535,889.986260669461
2012-07-23,2012,490173,54099973.44834,90026497,122017522,80080673464.6925,1.35535121398759,656.304702407352,889.523375153568
2012-07-24,2012,914638,202941781.9252,90026497,121843497,80049584644.8042,1.35341817198552,656.986926801717,889.178045490364
2012-07-25,2012,338204,45555459.3986,90026497,121759035,80014079797.4017,1.35247998153255,657.151067248535,888.783663296393
2012-07-26,2012,1016814,337123898.7281,90026497,121585304,79986541093.9896,1.35055020523569,657.863561323082,888.477767761969
